Date,City,Latitude,Longitude,Temperature (°C),Weather,Panel Type,Mount Type,Tilt (°),Panel Efficiency (%),Solar Irradiance (kWh/m²/day),Output Power (W),Estimated Daily Output (kWh)
10/16/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Ground,15,18,6.62,1.91,24.18
10/16/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Ground,15,12,6.62,1.27,24.18
10/17/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Rooftop,25,22,6.87,2.42,25.08
10/17/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Rooftop,25,18,6.87,1.98,25.08
10/17/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Rooftop,25,12,6.87,1.32,25.08
10/17/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Ground,15,22,6.62,2.33,24.18
10/17/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Ground,15,18,6.62,1.91,24.18
10/17/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Ground,15,12,6.62,1.27,24.18
10/18/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Rooftop,25,22,6.87,2.42,25.08
10/18/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Rooftop,25,18,6.87,1.98,25.08
10/18/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Rooftop,25,12,6.87,1.32,25.08
10/18/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Ground,15,22,6.62,2.33,24.18
10/18/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Ground,15,18,6.62,1.91,24.18
10/18/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Ground,15,12,6.62,1.27,24.18
10/19/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Rooftop,25,22,6.87,2.42,25.08
10/19/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Rooftop,25,18,6.87,1.98,25.08
10/19/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Rooftop,25,12,6.87,1.32,25.08
10/19/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Ground,15,22,6.62,2.33,24.18
10/19/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Ground,15,18,6.62,1.91,24.18
10/19/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Ground,15,12,6.62,1.27,24.18
10/20/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Rooftop,25,22,6.87,2.42,25.08
10/20/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Rooftop,25,18,6.87,1.98,25.08
10/20/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Rooftop,25,12,6.87,1.32,25.08
10/20/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Ground,15,22,6.62,2.33,24.18
10/20/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Ground,15,18,6.62,1.91,24.18
10/20/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Ground,15,12,6.62,1.27,24.18
10/21/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Rooftop,25,22,6.87,2.42,25.08
10/21/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Rooftop,25,18,6.87,1.98,25.08
10/21/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Rooftop,25,12,6.87,1.32,25.08
10/21/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Ground,15,22,6.62,2.33,24.18
10/21/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Ground,15,18,6.62,1.91,24.18
10/21/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Ground,15,12,6.62,1.27,24.18
10/22/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Rooftop,25,22,6.87,2.42,25.08
10/22/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Rooftop,25,18,6.87,1.98,25.08
10/22/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Rooftop,25,12,6.87,1.32,25.08
10/22/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Ground,15,22,6.62,2.33,24.18
10/22/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Ground,15,18,6.62,1.91,24.18
10/22/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Ground,15,12,6.62,1.27,24.18
10/23/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Rooftop,25,22,6.87,2.42,25.08
10/23/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Rooftop,25,18,6.87,1.98,25.08
10/23/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Rooftop,25,12,6.87,1.32,25.08
10/23/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Ground,15,22,6.62,2.33,24.18
10/23/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Ground,15,18,6.62,1.91,24.18
10/23/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Ground,15,12,6.62,1.27,24.18
10/24/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Rooftop,25,22,6.87,2.42,25.08
10/24/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Rooftop,25,18,6.87,1.98,25.08
10/24/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Rooftop,25,12,6.87,1.32,25.08
10/24/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Ground,15,22,6.62,2.33,24.18
10/24/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Ground,15,18,6.62,1.91,24.18
10/24/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Ground,15,12,6.62,1.27,24.18
10/25/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Rooftop,25,22,6.87,2.42,25.08
10/25/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Rooftop,25,18,6.87,1.98,25.08
10/25/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Rooftop,25,12,6.87,1.32,25.08
10/25/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Ground,15,22,6.62,2.33,24.18
10/25/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Ground,15,18,6.62,1.91,24.18
10/25/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Ground,15,12,6.62,1.27,24.18
10/26/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Rooftop,25,22,6.87,2.42,25.08
10/26/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Rooftop,25,18,6.87,1.98,25.08
10/26/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Rooftop,25,12,6.87,1.32,25.08
10/26/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Ground,15,22,6.62,2.33,24.18
10/26/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Ground,15,18,6.62,1.91,24.18
10/26/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Ground,15,12,6.62,1.27,24.18
10/27/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Rooftop,25,22,6.87,2.42,25.08
10/27/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Rooftop,25,18,6.87,1.98,25.08
10/27/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Rooftop,25,12,6.87,1.32,25.08
10/27/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Ground,15,22,6.62,2.33,24.18
10/27/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Ground,15,18,6.62,1.91,24.18
10/27/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Ground,15,12,6.62,1.27,24.18
10/28/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Rooftop,25,22,6.87,2.42,25.08
10/28/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Rooftop,25,18,6.87,1.98,25.08
10/28/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Rooftop,25,12,6.87,1.32,25.08
10/28/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Ground,15,22,6.62,2.33,24.18
10/28/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Ground,15,18,6.62,1.91,24.18
10/28/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Ground,15,12,6.62,1.27,24.18
10/29/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Rooftop,25,22,6.87,2.42,25.08
10/29/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Rooftop,25,18,6.87,1.98,25.08
10/29/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Rooftop,25,12,6.87,1.32,25.08
10/29/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Ground,15,22,6.62,2.33,24.18
10/29/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Ground,15,18,6.62,1.91,24.18
10/29/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Ground,15,12,6.62,1.27,24.18
10/30/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Rooftop,25,22,6.87,2.42,25.08
10/30/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Rooftop,25,18,6.87,1.98,25.08
10/30/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Rooftop,25,12,6.87,1.32,25.08
10/30/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Ground,15,22,6.62,2.33,24.18
10/30/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Ground,15,18,6.62,1.91,24.18
10/30/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Ground,15,12,6.62,1.27,24.18
10/31/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Rooftop,25,22,6.87,2.42,25.08
10/31/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Rooftop,25,18,6.87,1.98,25.08
10/31/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Rooftop,25,12,6.87,1.32,25.08
10/31/2024,Mecca,21.3891,39.8579,32,scattered clouds,Monocrystalline,Ground,15,22,6.62,2.33,24.18
10/31/2024,Mecca,21.3891,39.8579,32,scattered clouds,Polycrystalline,Ground,15,18,6.62,1.91,24.18
10/31/2024,Mecca,21.3891,39.8579,32,scattered clouds,Thin-Film,Ground,15,12,6.62,1.27,24.18
11/1/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/1/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/1/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/1/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/1/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/1/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/2/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/2/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/2/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/2/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/2/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/2/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/3/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/3/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/3/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/3/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/3/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/3/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/4/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/4/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/4/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/4/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/4/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/4/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/5/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/5/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/5/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/5/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/5/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/5/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/6/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/6/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/6/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/6/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/6/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/6/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/7/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/7/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/7/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/7/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/7/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/7/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/8/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/8/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/8/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/8/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/8/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/8/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/9/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/9/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/9/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/9/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/9/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/9/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/10/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/10/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/10/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/10/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/10/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/10/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/11/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/11/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/11/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/11/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/11/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/11/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/12/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/12/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/12/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/12/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/12/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/12/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/13/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/13/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/13/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/13/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/13/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/13/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/14/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/14/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/14/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/14/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/14/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/14/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/15/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/15/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/15/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/15/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/15/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/15/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/16/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/16/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/16/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/16/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/16/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/16/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/17/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/17/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/17/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/17/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/17/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/17/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/18/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/18/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/18/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/18/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/18/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/18/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/19/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/19/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/19/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/19/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/19/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/19/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/20/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/20/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/20/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/20/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/20/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/20/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/21/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/21/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/21/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/21/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/21/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/21/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/22/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/22/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/22/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/22/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/22/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/22/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/23/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/23/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/23/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/23/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/23/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/23/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/24/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/24/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/24/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/24/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
11/24/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Ground,15,18,5.78,1.67,21.61
11/24/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Ground,15,12,5.78,1.11,21.61
11/25/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Rooftop,25,22,6.21,2.19,23.18
11/25/2024,Mecca,21.3891,39.8579,26,sunny,Polycrystalline,Rooftop,25,18,6.21,1.79,23.18
11/25/2024,Mecca,21.3891,39.8579,26,sunny,Thin-Film,Rooftop,25,12,6.21,1.19,23.18
11/25/2024,Mecca,21.3891,39.8579,26,sunny,Monocrystalline,Ground,15,22,5.78,2.04,21.61
